Dataset,Scenario,TechniqueType,% Traced,IndirectAggregation,ScalingMethod,NLP,Technique,PathAggregation,AUC,Credibility,LagGlobal,MAP
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,MULTI,LSA,UPPERTRACED_SUM_MULTI_LSA,SUM,0.9087369074613972,0.705588002003001,2.2142857142857144,0.8071225071909215
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,RAW,LSA,LOWERTRACED_MAX_RAW_LSA,RFUNDER,0.8795351473922903,0.9202380952380952,2.2896825396825395,0.8031132581857221
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,RAW,LSA,UPPERTRACED_SUM_RAW_LSA,SUM,0.9072724327826368,0.7051651730234914,2.2261904761904763,0.8028530001316391
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,MULTI,LSA,UPPERTRACED_SUM_MULTI_LSA,MAX,0.906030666234748,0.6972687389851471,2.2182539682539684,0.7922270256398689
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,MULTI,LSA,UPPERTRACED_SUM_MULTI_LSA,MEDIAN,0.906030666234748,0.6972687389851471,2.2182539682539684,0.7922270256398689
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,RAW,VSM,UPPERTRACED_SUM_RAW_VSM,SUM,0.9087301587301588,0.7100685977746013,2.071428571428572,0.7919263076823415
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,MULTI,VSM,UPPERTRACED_SUM_MULTI_VSM,SUM,0.9070800939423388,0.7164893683906095,1.8373015873015872,0.7886158392314779
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,RAW,LSA,UPPERTRACED_SUM_RAW_LSA,MEDIAN,0.9048091458805744,0.6949176199231667,2.2063492063492065,0.7884758671643158
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,RAW,LSA,UPPERTRACED_SUM_RAW_LSA,MAX,0.9048091458805744,0.6949176199231667,2.2063492063492065,0.7884758671643158
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,MULTI,VSM,LOWERTRACED_RFSMOTE_MULTI_VSM,MAX,0.8708090379008746,0.8066159523809524,2.2182539682539684,0.7845172663888331
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,MULTI,VSM,LOWERTRACED_RFSMOTE_MULTI_VSM,MEDIAN,0.8708090379008746,0.8066159523809524,2.2182539682539684,0.7845172663888331
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,MULTI,LSA,LOWERTRACED_MAX_MULTI_LSA,RFUNDER,0.8585600907029479,0.9083333333333332,2.293650793650793,0.7762413512413512
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,MULTI,VSM,UPPERTRACED_SUM_MULTI_VSM,MEDIAN,0.89525294244682,-0.09554523809523807,1.7103174603174602,0.7759705138628438
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,MULTI,VSM,UPPERTRACED_SUM_MULTI_VSM,MAX,0.89525294244682,-0.09554523809523807,1.7103174603174602,0.7759705138628438
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,SINGLE,LSA,LOWERTRACED_RFNONE_SINGLE_LSA,RFSMOTE,0.8696145124716552,0.9095238095238096,2.2777777777777777,0.7735250074872717
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,SINGLE,VSM,LOWERTRACED_RFNONE_SINGLE_VSM,RFNONE,0.8438208616780045,0.9035714285714286,2.2857142857142856,0.7705927995034141
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,SINGLE,VSM,LOWERTRACED_RFUNDER_SINGLE_VSM,RFNONE,0.8557256235827665,0.9059523809523811,2.3174603174603177,0.7699226699226699
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,RAW,VSM,UPPERTRACED_SUM_RAW_VSM,MEDIAN,0.8912239498974193,0.5434921428571429,1.7063492063492065,0.7695356094937444
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,RAW,VSM,UPPERTRACED_SUM_RAW_VSM,MAX,0.8912239498974193,0.5434921428571429,1.7063492063492065,0.7695356094937444
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,SINGLE,VSM,LOWERTRACED_RFUNDER_SINGLE_VSM,RFUNDER,0.8517573696145125,0.9035714285714286,2.3174603174603177,0.7643926309729419
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,SINGLE,VSM,UPPERTRACED_RFUNDER_SINGLE_VSM,SUM,0.888851770867077,0.7311981689668829,1.781746031746032,0.7640116062929707
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,SINGLE,LSA,LOWERTRACED_RFUNDER_SINGLE_LSA,RFSMOTE,0.8769841269841269,0.9071428571428573,2.281746031746032,0.7635265700483093
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,SINGLE,LSA,UPPERTRACED_RFUNDER_SINGLE_LSA,SUM,0.8707550480509665,0.7464313895743838,2.134920634920635,0.7615788427817178
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,SINGLE,VSM,LOWERTRACED_RFNONE_SINGLE_VSM,RFUNDER,0.8358843537414966,0.8988095238095238,2.2896825396825395,0.7594897959183673
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,SINGLE,VSM,UPPERTRACED_RFNONE_SINGLE_VSM,MAX,0.8030888942878739,0.7461040476190476,2.293650793650793,0.7567653973603521
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,SINGLE,VSM,UPPERTRACED_RFNONE_SINGLE_VSM,SUM,0.8030888942878738,0.7525246778173842,2.293650793650793,0.7567653973603521
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,SINGLE,VSM,UPPERTRACED_RFNONE_SINGLE_VSM,MEDIAN,0.8030888942878739,0.7461040476190476,2.293650793650793,0.7567653973603521
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,SINGLE,LSA,LOWERTRACED_RFNONE_SINGLE_LSA,RFNONE,0.8319160997732425,0.8964285714285715,2.293650793650793,0.7539384347187815
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,SINGLE,LSA,LOWERTRACED_RFNONE_SINGLE_LSA,RFUNDER,0.8319160997732425,0.8964285714285715,2.3015873015873014,0.7539384347187815
EasyClinic,NONETRACED,Combined,0.0,MAX,MULTI,LSA,NONETRACED_MAX_MULTI_LSA,SUM,0.8381316812439261,0.6765986064342795,2.2976190476190474,0.7524775812630091
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,SINGLE,LSA,LOWERTRACED_RFSMOTE_SINGLE_LSA,RFNONE,0.8395691609977325,0.8976190476190476,2.3253968253968256,0.7521437198067633
EasyClinic,NONETRACED,Combined,0.0,MAX,MULTI,VSM,NONETRACED_MAX_MULTI_VSM,SUM,0.8373387053233992,0.6763185731857319,2.2976190476190474,0.7518099003461716
EasyClinic,NONETRACED,Combined,0.0,MAX,RAW,LSA,NONETRACED_MAX_RAW_LSA,SUM,0.8376255264010366,0.6734761167676577,2.2976190476190474,0.7516584709617291
EasyClinic,NONETRACED,Combined,0.0,MAX,MULTI,VSM,NONETRACED_MAX_MULTI_VSM,MAX,0.8450356333009394,0.6623109523809524,2.293650793650793,0.7509559185237746
EasyClinic,NONETRACED,Combined,0.0,MAX,MULTI,VSM,NONETRACED_MAX_MULTI_VSM,MEDIAN,0.8450356333009394,0.6623109523809524,2.293650793650793,0.7509559185237746
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,MULTI,LSA,LOWERTRACED_MAX_MULTI_LSA,RFNONE,0.8418367346938775,0.8976190476190476,2.293650793650793,0.7505699088145896
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,SINGLE,VSM,UPPERTRACED_RFSMOTE_SINGLE_VSM,SUM,0.8660748029370477,0.6717886085976297,1.7698412698412698,0.7504951389984353
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,SINGLE,LSA,LOWERTRACED_RFSMOTE_SINGLE_LSA,RFSMOTE,0.8670634920634921,0.9011904761904762,2.2658730158730163,0.7499382716049382
EasyClinic,NONETRACED,Combined,0.0,MAX,MULTI,LSA,NONETRACED_MAX_MULTI_LSA,MEDIAN,0.841188856494979,0.6776747385773546,2.3095238095238093,0.7493325433224463
EasyClinic,NONETRACED,Combined,0.0,MAX,MULTI,LSA,NONETRACED_MAX_MULTI_LSA,MAX,0.841188856494979,0.6776747385773546,2.3095238095238093,0.7493325433224463
EasyClinic,NONETRACED,Combined,0.0,MAX,RAW,LSA,NONETRACED_MAX_RAW_LSA,MEDIAN,0.8423091458805745,0.6744850329370349,2.3174603174603177,0.7492184321738716
EasyClinic,NONETRACED,Combined,0.0,MAX,RAW,LSA,NONETRACED_MAX_RAW_LSA,MAX,0.8423091458805745,0.6744850329370349,2.3174603174603177,0.7492184321738716
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,SINGLE,LSA,LOWERTRACED_RFSMOTE_SINGLE_LSA,RFUNDER,0.8387188208616779,0.8964285714285715,2.2976190476190474,0.7485735735735736
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,SINGLE,LSA,UPPERTRACED_RFNONE_SINGLE_LSA,SUM,0.7995660565813626,0.7441464064832587,2.293650793650793,0.7463487405722135
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,RAW,LSA,LOWERTRACED_MAX_RAW_LSA,RFNONE,0.8336167800453514,0.8940476190476191,2.3015873015873014,0.7438393405244235
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,SINGLE,LSA,UPPERTRACED_RFNONE_SINGLE_LSA,MAX,0.7993905895691611,0.7371009523809524,2.293650793650793,0.7430995819697274
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,SINGLE,LSA,UPPERTRACED_RFNONE_SINGLE_LSA,MEDIAN,0.7993905895691611,0.7371009523809524,2.293650793650793,0.7430995819697274
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,SINGLE,VSM,LOWERTRACED_RFSMOTE_SINGLE_VSM,RFNONE,0.8381519274376418,0.8940476190476191,2.2976190476190474,0.7408499202149995
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,SINGLE,LSA,NONETRACED_RFUNDER_SINGLE_LSA,MAX,0.7971196415073966,0.7290416666666667,2.293650793650793,0.7395550471468703
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,SINGLE,LSA,NONETRACED_RFUNDER_SINGLE_LSA,MEDIAN,0.7971196415073966,0.7290416666666667,2.293650793650793,0.7395550471468703
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,SINGLE,LSA,NONETRACED_RFUNDER_SINGLE_LSA,SUM,0.7971196415073967,0.7372914572098833,2.293650793650793,0.7395550471468703
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,MULTI,VSM,LOWERTRACED_MAX_MULTI_VSM,RFUNDER,0.83078231292517,0.8916666666666667,2.3015873015873014,0.737509865824783
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,SINGLE,LSA,UPPERTRACED_RFSMOTE_SINGLE_LSA,SUM,0.8430650037792895,0.6626486762331292,2.2976190476190474,0.7360627049115608
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,MULTI,VSM,LOWERTRACED_MAX_MULTI_VSM,RFNONE,0.8279478458049887,0.8892857142857142,2.293650793650793,0.7312242392352891
EasyClinic,NONETRACED,Combined,0.0,MAX,RAW,VSM,NONETRACED_MAX_RAW_VSM,SUM,0.8086431000971818,0.6697409309037216,2.305555555555556,0.7201089400564096
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,SINGLE,LSA,LOWERTRACED_RFUNDER_SINGLE_LSA,RFUNDER,0.8157596371882087,0.8833333333333333,2.3095238095238093,0.7189322628276117
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,SINGLE,VSM,NONETRACED_RFUNDER_SINGLE_VSM,MAX,0.7895948061764388,0.7103779761904762,2.293650793650793,0.7188303831301406
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,SINGLE,VSM,NONETRACED_RFUNDER_SINGLE_VSM,SUM,0.7895948061764387,0.7204253487793901,2.293650793650793,0.7188303831301406
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,SINGLE,VSM,NONETRACED_RFUNDER_SINGLE_VSM,MEDIAN,0.7895948061764388,0.7103779761904762,2.293650793650793,0.7188303831301406
EasyClinic,NONETRACED,Combined,0.0,SUM,SINGLE,LSA,NONETRACED_SUM_SINGLE_LSA,SUM,0.8353984450923228,0.6747813873696057,2.2777777777777777,0.7179084527000577
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,SINGLE,VSM,LOWERTRACED_RFSMOTE_SINGLE_VSM,RFUNDER,0.8282312925170068,0.8833333333333333,2.2976190476190474,0.7121502209131075
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,RAW,LSA,UPPERTRACED_RFNONE_RAW_LSA,SUM,0.8096047942986718,0.7449080675136337,2.293650793650793,0.7094675941432457
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,RAW,VSM,UPPERTRACED_RFNONE_RAW_VSM,SUM,0.7993737177410647,0.7403381013313834,2.293650793650793,0.7062080413260624
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,RAW,LSA,LOWERTRACED_RFSMOTE_RAW_LSA,SUM,0.7921222060252673,0.6973873822761829,2.293650793650793,0.7060970572483359
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,RAW,LSA,LOWERTRACED_RFSMOTE_RAW_LSA,MEDIAN,0.7921222060252673,0.6885273809523811,2.293650793650793,0.7060970572483359
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,RAW,LSA,LOWERTRACED_RFSMOTE_RAW_LSA,MAX,0.7921222060252673,0.6885273809523811,2.293650793650793,0.7060970572483359
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,SINGLE,LSA,LOWERTRACED_RFUNDER_SINGLE_LSA,RFNONE,0.7996031746031746,0.875,2.3015873015873014,0.701207729468599
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,MULTI,LSA,NONETRACED_RFUNDER_MULTI_LSA,SUM,0.7823837868480725,0.7348513106245232,2.293650793650793,0.7005240739438814
EasyClinic,NONETRACED,Combined,0.0,RFNONE,SINGLE,VSM,NONETRACED_RFNONE_SINGLE_VSM,MEDIAN,0.7836930407083469,0.6931692857142857,2.293650793650793,0.6992528878722457
EasyClinic,NONETRACED,Combined,0.0,RFNONE,SINGLE,VSM,NONETRACED_RFNONE_SINGLE_VSM,MAX,0.7836930407083469,0.6931692857142857,2.293650793650793,0.6992528878722457
EasyClinic,NONETRACED,Combined,0.0,RFNONE,SINGLE,VSM,NONETRACED_RFNONE_SINGLE_VSM,SUM,0.7836930407083469,0.7038452892551733,2.293650793650793,0.6992528878722456
EasyClinic,NONETRACED,Combined,0.0,SUM,SINGLE,LSA,NONETRACED_SUM_SINGLE_LSA,MAX,0.8271548698844617,0.6745566346735656,2.313492063492064,0.6978127349580658
EasyClinic,NONETRACED,Combined,0.0,SUM,SINGLE,LSA,NONETRACED_SUM_SINGLE_LSA,MEDIAN,0.8271548698844617,0.6745566346735656,2.313492063492064,0.6978127349580658
EasyClinic,NONETRACED,Combined,0.0,RFNONE,SINGLE,LSA,NONETRACED_RFNONE_SINGLE_LSA,MAX,0.7831970089623149,0.6846529761904762,2.293650793650793,0.6958426877406435
EasyClinic,NONETRACED,Combined,0.0,RFNONE,SINGLE,LSA,NONETRACED_RFNONE_SINGLE_LSA,MEDIAN,0.7831970089623149,0.6846529761904762,2.293650793650793,0.6958426877406435
EasyClinic,NONETRACED,Combined,0.0,RFNONE,SINGLE,LSA,NONETRACED_RFNONE_SINGLE_LSA,SUM,0.7831970089623149,0.6937166386386601,2.293650793650793,0.6958426877406435
EasyClinic,NONETRACED,Combined,0.0,SUM,SINGLE,VSM,NONETRACED_SUM_SINGLE_VSM,SUM,0.8249446604038441,0.6826357647843659,2.2261904761904763,0.694216582350987
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,MULTI,LSA,UPPERTRACED_RFUNDER_MULTI_LSA,SUM,0.7991442608789547,0.5605860981628736,2.305555555555556,0.6935575431550958
EasyClinic,NONETRACED,Combined,0.0,RFNONE,MULTI,LSA,NONETRACED_RFNONE_MULTI_LSA,SUM,0.7789014415289925,0.7224489020767834,2.293650793650793,0.6884592003690071
EasyClinic,NONETRACED,Combined,0.0,RFNONE,MULTI,VSM,NONETRACED_RFNONE_MULTI_VSM,MEDIAN,0.7791815138753915,0.6889505952380952,2.293650793650793,0.6879704949278351
EasyClinic,NONETRACED,Combined,0.0,RFNONE,MULTI,VSM,NONETRACED_RFNONE_MULTI_VSM,MAX,0.7791815138753915,0.6889505952380952,2.293650793650793,0.6879704949278351
EasyClinic,NONETRACED,Combined,0.0,RFNONE,MULTI,VSM,NONETRACED_RFNONE_MULTI_VSM,SUM,0.7791815138753915,0.7007446871182383,2.293650793650793,0.687970494927835
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,MULTI,VSM,UPPERTRACED_RFUNDER_MULTI_VSM,SUM,0.7863925332037577,0.4935599274898699,2.3174603174603177,0.6871762594456855
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,SINGLE,VSM,NONETRACED_MEDIAN_SINGLE_VSM,MAX,0.7843307958103877,0.6738848809523811,2.313492063492064,0.6843272619250117
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,SINGLE,VSM,NONETRACED_MEDIAN_SINGLE_VSM,MEDIAN,0.7843307958103877,0.6738848809523811,2.313492063492064,0.6843272619250117
EasyClinic,NONETRACED,Combined,0.0,SUM,SINGLE,VSM,NONETRACED_SUM_SINGLE_VSM,MEDIAN,0.8170688910484829,-1.0051415476190475,2.1865079365079363,0.6825021738311771
EasyClinic,NONETRACED,Combined,0.0,SUM,SINGLE,VSM,NONETRACED_SUM_SINGLE_VSM,MAX,0.8170688910484829,-1.0051415476190475,2.1865079365079363,0.6825021738311771
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,MULTI,VSM,NONETRACED_MEDIAN_MULTI_VSM,MAX,0.7790600367130979,0.6731130952380953,2.3253968253968256,0.6809201158035166
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,MULTI,VSM,NONETRACED_MEDIAN_MULTI_VSM,MEDIAN,0.7790600367130979,0.6731130952380953,2.3253968253968256,0.6809201158035166
EasyClinic,NONETRACED,Combined,0.0,MAX,RAW,VSM,NONETRACED_MAX_RAW_VSM,MAX,0.7791477702191988,0.6751269047619047,2.3174603174603177,0.6798833706507839
EasyClinic,NONETRACED,Combined,0.0,MAX,RAW,VSM,NONETRACED_MAX_RAW_VSM,MEDIAN,0.7791477702191988,0.6751269047619047,2.3174603174603177,0.6798833706507839
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,RAW,VSM,LOWERTRACED_RFSMOTE_RAW_VSM,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,RAW,VSM,LOWERTRACED_RFSMOTE_RAW_VSM,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,MULTI,VSM,UPPERTRACED_MEDIAN_MULTI_VSM,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,SINGLE,LSA,ALLTRACED_MEDIAN_SINGLE_LSA,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,MULTI,VSM,LOWERTRACED_MEDIAN_MULTI_VSM,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,DIRECT,Direct,0.0,NA,NA,LSA,DIRECT_NA_NA_LSA,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,DIRECT,Direct,0.0,NA,NA,LSA,DIRECT_NA_NA_LSA,MEDIAN,0.7782366915019977,0.663918264822803,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,SINGLE,LSA,UPPERTRACED_MEDIAN_SINGLE_LSA,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,RAW,VSM,NONETRACED_RFUNDER_RAW_VSM,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,RAW,LSA,LOWERTRACED_RFUNDER_RAW_LSA,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,SINGLE,LSA,UPPERTRACED_MEDIAN_SINGLE_LSA,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,RAW,VSM,ALLTRACED_MEDIAN_RAW_VSM,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,RAW,VSM,ALLTRACED_MEDIAN_RAW_VSM,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,SINGLE,VSM,ALLTRACED_MEDIAN_SINGLE_VSM,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,RAW,VSM,NONETRACED_RFUNDER_RAW_VSM,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,SINGLE,LSA,ALLTRACED_MEDIAN_SINGLE_LSA,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,RAW,VSM,LOWERTRACED_RFNONE_RAW_VSM,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,RAW,VSM,LOWERTRACED_MEDIAN_RAW_VSM,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,RAW,LSA,UPPERTRACED_MEDIAN_RAW_LSA,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,SINGLE,LSA,LOWERTRACED_MEDIAN_SINGLE_LSA,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,RAW,VSM,NONETRACED_RFUNDER_RAW_VSM,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,RAW,LSA,ALLTRACED_MEDIAN_RAW_LSA,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,SINGLE,LSA,ALLTRACED_MEDIAN_SINGLE_LSA,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,MULTI,LSA,LOWERTRACED_MEDIAN_MULTI_LSA,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,SINGLE,VSM,LOWERTRACED_MEDIAN_SINGLE_VSM,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,RAW,LSA,LOWERTRACED_MEDIAN_RAW_LSA,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,MULTI,LSA,UPPERTRACED_MEDIAN_MULTI_LSA,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,SINGLE,VSM,ALLTRACED_MEDIAN_SINGLE_VSM,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,RAW,LSA,LOWERTRACED_RFUNDER_RAW_LSA,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,MULTI,VSM,LOWERTRACED_MEDIAN_MULTI_VSM,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,MULTI,LSA,UPPERTRACED_MEDIAN_MULTI_LSA,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,DIRECT,Direct,0.0,NA,NA,VSM,DIRECT_NA_NA_VSM,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,SINGLE,LSA,UPPERTRACED_MEDIAN_SINGLE_LSA,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,RAW,LSA,ALLTRACED_MEDIAN_RAW_LSA,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,NONETRACED,Combined,0.0,RFNONE,RAW,VSM,NONETRACED_RFNONE_RAW_VSM,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,RAW,VSM,LOWERTRACED_RFUNDER_RAW_VSM,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,RAW,LSA,ALLTRACED_MEDIAN_RAW_LSA,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,RAW,VSM,LOWERTRACED_RFUNDER_RAW_VSM,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,SINGLE,VSM,UPPERTRACED_MEDIAN_SINGLE_VSM,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,MULTI,LSA,LOWERTRACED_MEDIAN_MULTI_LSA,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,NONETRACED,Combined,0.0,RFNONE,RAW,VSM,NONETRACED_RFNONE_RAW_VSM,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
