Dataset,Scenario,TechniqueType,% Traced,IndirectAggregation,ScalingMethod,NLP,Technique,PathAggregation,AUC,Credibility,LagGlobal,MAP
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,MULTI,LSA,LOWERTRACED_RFSMOTE_MULTI_LSA,RFSMOTE,0.7145691609977324,0.7416666666666667,2.321428571428572,0.4682635138820706
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,MULTI,LSA,NONETRACED_MEDIAN_MULTI_LSA,MAX,0.6842808551992227,0.6148126764888218,2.3253968253968256,0.4633314831815135
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,MULTI,LSA,NONETRACED_MEDIAN_MULTI_LSA,MEDIAN,0.6842808551992227,0.6148126764888218,2.3253968253968256,0.4633314831815135
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,SINGLE,LSA,UPPERTRACED_RFSMOTE_SINGLE_LSA,MAX,0.742127605010258,0.6180420238095238,2.2976190476190474,0.4622837551654697
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,SINGLE,LSA,UPPERTRACED_RFSMOTE_SINGLE_LSA,MEDIAN,0.742127605010258,0.6180420238095238,2.2976190476190474,0.4622837551654697
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,MULTI,VSM,LOWERTRACED_RFUNDER_MULTI_VSM,RFNONE,0.6335034013605442,0.7726190476190476,2.3253968253968256,0.4621342512908778
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,RAW,LSA,UPPERTRACED_RFSMOTE_RAW_LSA,MAX,0.7269530828204298,0.6305753571428572,2.238095238095238,0.4571031919266285
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,RAW,LSA,UPPERTRACED_RFSMOTE_RAW_LSA,MEDIAN,0.7269530828204298,0.6305753571428572,2.238095238095238,0.4571031919266285
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,MULTI,LSA,NONETRACED_RFSMOTE_MULTI_LSA,MEDIAN,0.7223268275564195,0.6377817857142857,2.2976190476190474,0.45473462471521103
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,MULTI,LSA,NONETRACED_RFSMOTE_MULTI_LSA,MAX,0.7223268275564195,0.6377817857142857,2.2976190476190474,0.45473462471521103
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,MULTI,VSM,NONETRACED_RFSMOTE_MULTI_VSM,MAX,0.7226035255371991,0.6361509523809524,2.2976190476190474,0.4540358832003194
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,MULTI,VSM,NONETRACED_RFSMOTE_MULTI_VSM,MEDIAN,0.7226035255371991,0.6361509523809524,2.2976190476190474,0.4540358832003194
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,RAW,LSA,NONETRACED_MEDIAN_RAW_LSA,MAX,0.6716775996112729,0.6065770046082949,2.3253968253968256,0.4512882947452108
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,RAW,LSA,NONETRACED_MEDIAN_RAW_LSA,MEDIAN,0.6716775996112729,0.6065770046082949,2.3253968253968256,0.4512882947452108
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,SINGLE,VSM,UPPERTRACED_SUM_SINGLE_VSM,RFSMOTE,0.7261904761904762,0.65,2.202380952380953,0.4451388888888889
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,VSM,LOWERTRACED_SUM_MULTI_VSM,RFUNDER,0.6187641723356009,0.7630952380952379,2.3293650793650795,0.4403576582148011
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,MULTI,LSA,LOWERTRACED_RFNONE_MULTI_LSA,RFSMOTE,0.6859410430839002,0.7142857142857143,2.293650793650793,0.4354000213060616
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,RAW,VSM,LOWERTRACED_MAX_RAW_VSM,RFSMOTE,0.6689342403628117,0.7190476190476189,2.3293650793650795,0.4255875476805709
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,MULTI,VSM,LOWERTRACED_RFSMOTE_MULTI_VSM,RFUNDER,0.6054421768707483,0.7523809523809524,2.3293650793650795,0.4165413533834586
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,MULTI,VSM,LOWERTRACED_RFSMOTE_MULTI_VSM,RFNONE,0.602607709750567,0.75,2.3293650793650795,0.4115183792815371
EasyClinic,NONETRACED,Combined,0.0,MAX,SINGLE,LSA,NONETRACED_MAX_SINGLE_LSA,RFSMOTE,0.6496598639455783,0.7142857142857143,2.3015873015873014,0.4101343101343101
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,RAW,LSA,LOWERTRACED_SUM_RAW_LSA,RFUNDER,0.5841836734693878,0.7464285714285714,2.3253968253968256,0.40399159663865547
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,SINGLE,LSA,UPPERTRACED_RFUNDER_SINGLE_LSA,RFSMOTE,0.6295351473922902,0.7226190476190476,2.3253968253968256,0.4001929316846444
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,SINGLE,LSA,NONETRACED_RFUNDER_SINGLE_LSA,RFSMOTE,0.6218820861678005,0.7309523809523809,2.3293650793650795,0.4001058201058201
EasyClinic,NONETRACED,Combined,0.0,RFNONE,SINGLE,LSA,NONETRACED_RFNONE_SINGLE_LSA,RFNONE,0.5938208616780045,0.7440476190476191,2.313492063492064,0.3989617308110459
EasyClinic,Random,Random,0.0,,,,Random,SUM,0.5712935968038009,0.5506560290614232,2.273809523809524,0.3970154361142504
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,RAW,VSM,UPPERTRACED_RFSMOTE_RAW_VSM,MEDIAN,0.6688465068567109,0.5405836904761905,2.055555555555556,0.39490534112744585
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,RAW,VSM,UPPERTRACED_RFSMOTE_RAW_VSM,MAX,0.6688465068567109,0.5405836904761905,2.055555555555556,0.39490534112744585
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,LSA,LOWERTRACED_SUM_MULTI_LSA,RFNONE,0.5728458049886621,0.7416666666666667,2.3293650793650795,0.3945218737901665
EasyClinic,NONETRACED,Combined,0.0,RFNONE,SINGLE,LSA,NONETRACED_RFNONE_SINGLE_LSA,RFUNDER,0.5864512471655329,0.7416666666666667,2.3095238095238093,0.3931013431013432
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,RAW,LSA,LOWERTRACED_SUM_RAW_LSA,RFNONE,0.5708616780045351,0.7404761904761905,2.3293650793650795,0.391765873015873
EasyClinic,NONETRACED,Combined,0.0,MAX,SINGLE,VSM,NONETRACED_MAX_SINGLE_VSM,RFSMOTE,0.6329365079365079,0.6940476190476189,2.3293650793650795,0.3911718398560504
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,RAW,LSA,LOWERTRACED_RFSMOTE_RAW_LSA,RFSMOTE,0.6284013605442177,0.7035714285714286,2.321428571428572,0.3911121983039792
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,SINGLE,VSM,LOWERTRACED_RFSMOTE_SINGLE_VSM,RFSMOTE,0.6422902494331066,0.6547619047619048,2.313492063492064,0.3886640976236352
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,RAW,VSM,LOWERTRACED_RFNONE_RAW_VSM,RFSMOTE,0.6272675736961452,0.6845238095238095,2.3293650793650795,0.3845809400284108
EasyClinic,NONETRACED,Combined,0.0,RFNONE,SINGLE,VSM,NONETRACED_RFNONE_SINGLE_VSM,RFUNDER,0.5762471655328798,0.7369047619047621,2.3174603174603177,0.3824004455583403
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,LSA,LOWERTRACED_SUM_MULTI_LSA,RFUNDER,0.5575396825396826,0.7345238095238096,2.3293650793650795,0.3805555555555555
EasyClinic,NONETRACED,Combined,0.0,RFNONE,SINGLE,VSM,NONETRACED_RFNONE_SINGLE_VSM,RFNONE,0.5753968253968255,0.7357142857142858,2.321428571428572,0.3800766283524904
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,SINGLE,VSM,UPPERTRACED_MAX_SINGLE_VSM,RFSMOTE,0.6181972789115646,0.6702380952380952,2.3174603174603177,0.3751054296257248
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,SINGLE,VSM,LOWERTRACED_SUM_SINGLE_VSM,RFNONE,0.5700113378684807,0.7297619047619047,2.321428571428572,0.3690931563882384
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,MULTI,LSA,UPPERTRACED_RFUNDER_MULTI_LSA,MAX,0.6253475596587841,0.4782288095238095,2.305555555555556,0.3665496511220589
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,MULTI,LSA,UPPERTRACED_RFUNDER_MULTI_LSA,MEDIAN,0.6253475596587841,0.4782288095238095,2.305555555555556,0.3665496511220589
EasyClinic,NONETRACED,Combined,0.0,RFNONE,RAW,LSA,NONETRACED_RFNONE_RAW_LSA,RFNONE,0.5776643990929705,0.7214285714285714,2.3174603174603177,0.3650017253278123
EasyClinic,NONETRACED,Combined,0.0,RFNONE,SINGLE,VSM,NONETRACED_RFNONE_SINGLE_VSM,RFSMOTE,0.6133786848072562,0.6047619047619047,2.3293650793650795,0.3634920634920635
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,SINGLE,LSA,UPPERTRACED_MAX_SINGLE_LSA,RFUNDER,0.5467687074829932,0.7273809523809524,2.321428571428572,0.3628571428571428
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,RAW,VSM,UPPERTRACED_RFNONE_RAW_VSM,RFNONE,0.5680272108843537,0.7238095238095238,2.3253968253968256,0.3612244897959184
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,RAW,LSA,LOWERTRACED_RFUNDER_RAW_LSA,RFSMOTE,0.5952380952380952,0.6761904761904762,2.3015873015873014,0.3605504587155963
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,SINGLE,VSM,NONETRACED_RFUNDER_SINGLE_VSM,RFUNDER,0.5606575963718821,0.7261904761904762,2.313492063492064,0.3604242979242979
EasyClinic,NONETRACED,Combined,0.0,RFNONE,RAW,LSA,NONETRACED_RFNONE_RAW_LSA,RFUNDER,0.5901360544217688,0.6880952380952381,2.3253968253968256,0.3596661490683229
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,VSM,LOWERTRACED_SUM_MULTI_VSM,RFNONE,0.5470521541950114,0.7261904761904762,2.3253968253968256,0.35881519274376417
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,MULTI,LSA,UPPERTRACED_RFNONE_MULTI_LSA,RFSMOTE,0.5963718820861678,0.6571428571428571,2.3253968253968256,0.3581196581196581
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,MULTI,VSM,LOWERTRACED_RFNONE_MULTI_VSM,RFSMOTE,0.6020408163265306,0.6238095238095238,2.3293650793650795,0.3579831932773109
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,SINGLE,LSA,UPPERTRACED_MAX_SINGLE_LSA,RFSMOTE,0.5895691609977324,0.6714285714285714,2.2896825396825395,0.3557958351536333
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,MULTI,LSA,UPPERTRACED_RFNONE_MULTI_LSA,RFNONE,0.5674603174603174,0.7166666666666667,2.321428571428572,0.3550925925925926
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,MULTI,VSM,LOWERTRACED_RFUNDER_MULTI_VSM,RFSMOTE,0.5969387755102041,0.6214285714285714,2.321428571428572,0.35452806122448977
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,SINGLE,LSA,UPPERTRACED_RFSMOTE_SINGLE_LSA,RFSMOTE,0.5878684807256237,0.669047619047619,2.3095238095238093,0.35423881673881674
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,MULTI,LSA,UPPERTRACED_RFNONE_MULTI_LSA,RFUNDER,0.56859410430839,0.7119047619047619,2.3174603174603177,0.3530175264550265
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,SINGLE,LSA,NONETRACED_RFUNDER_SINGLE_LSA,RFNONE,0.5479024943310659,0.7226190476190476,2.321428571428572,0.35075075075075074
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,SINGLE,VSM,UPPERTRACED_MAX_SINGLE_VSM,RFNONE,0.5357142857142857,0.7214285714285714,2.3253968253968256,0.35
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,RAW,VSM,LOWERTRACED_RFSMOTE_RAW_VSM,RFSMOTE,0.5884353741496599,0.6190476190476191,2.321428571428572,0.3489921121822962
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,MULTI,LSA,UPPERTRACED_RFSMOTE_MULTI_LSA,MEDIAN,0.6003637566137565,0.4789427380952381,2.305555555555556,0.3481102968933508
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,MULTI,LSA,UPPERTRACED_RFSMOTE_MULTI_LSA,MAX,0.6003637566137565,0.4789427380952381,2.305555555555556,0.3481102968933508
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,SINGLE,LSA,LOWERTRACED_SUM_SINGLE_LSA,RFNONE,0.5436507936507937,0.7214285714285714,2.3293650793650795,0.3477430555555555
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,RAW,LSA,LOWERTRACED_RFNONE_RAW_LSA,RFSMOTE,0.5813492063492063,0.6535714285714286,2.3253968253968256,0.3477293683725219
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,SINGLE,LSA,LOWERTRACED_SUM_SINGLE_LSA,RFSMOTE,0.5895691609977325,0.5857142857142857,2.2976190476190474,0.3475751774746749
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,SINGLE,VSM,NONETRACED_RFSMOTE_SINGLE_VSM,RFUNDER,0.5538548752834467,0.7166666666666667,2.321428571428572,0.34649470899470897
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,MULTI,VSM,NONETRACED_RFSMOTE_MULTI_VSM,RFSMOTE,0.5793650793650793,0.6523809523809524,2.321428571428572,0.3462962962962963
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,SINGLE,VSM,UPPERTRACED_MAX_SINGLE_VSM,RFUNDER,0.5348639455782314,0.7202380952380952,2.3253968253968256,0.3462406015037594
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,MULTI,VSM,UPPERTRACED_RFNONE_MULTI_VSM,RFNONE,0.5617913832199547,0.7071428571428572,2.3293650793650795,0.3460148598446471
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,SINGLE,VSM,NONETRACED_RFUNDER_SINGLE_VSM,RFNONE,0.5479024943310657,0.7178571428571429,2.313492063492064,0.3442333671057075
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,MULTI,VSM,UPPERTRACED_RFSMOTE_MULTI_VSM,MAX,0.5937938667530505,0.4642441666666667,2.095238095238096,0.34407980523695786
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,MULTI,VSM,UPPERTRACED_RFSMOTE_MULTI_VSM,MEDIAN,0.5937938667530505,0.4642441666666667,2.095238095238096,0.34407980523695786
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,SINGLE,VSM,NONETRACED_RFSMOTE_SINGLE_VSM,RFNONE,0.5507369614512471,0.7154761904761905,2.3253968253968256,0.3436159844054581
EasyClinic,DIRECT,Direct,0.0,NA,NA,VSM,DIRECT_NA_NA_VSM,RFSMOTE,0.5830498866213152,0.5654761904761905,2.3095238095238093,0.3428219928219928
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,RAW,VSM,LOWERTRACED_SUM_RAW_VSM,RFNONE,0.5351473922902494,0.7190476190476189,2.3095238095238093,0.3424963924963925
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,MULTI,VSM,UPPERTRACED_RFNONE_MULTI_VSM,RFUNDER,0.55640589569161,0.705952380952381,2.3253968253968256,0.34175332968436417
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,SINGLE,VSM,NONETRACED_RFUNDER_SINGLE_VSM,RFSMOTE,0.5813492063492063,0.5535714285714286,2.2857142857142856,0.3414141414141414
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,RAW,LSA,UPPERTRACED_RFUNDER_RAW_LSA,RFSMOTE,0.5572562358276644,0.6976190476190476,2.3293650793650795,0.3393231506439054
EasyClinic,DIRECT,Direct,0.0,NA,NA,LSA,DIRECT_NA_NA_LSA,RFSMOTE,0.578514739229025,0.5369047619047619,2.321428571428572,0.33930633930633936
EasyClinic,NONETRACED,Combined,0.0,RFNONE,MULTI,VSM,NONETRACED_RFNONE_MULTI_VSM,RFSMOTE,0.5734126984126985,0.6107142857142858,2.305555555555556,0.3392306344199089
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,SINGLE,LSA,UPPERTRACED_RFNONE_SINGLE_LSA,RFSMOTE,0.5629251700680271,0.6785714285714286,2.3253968253968256,0.3389652014652015
EasyClinic,NONETRACED,Combined,0.0,MAX,SINGLE,VSM,NONETRACED_MAX_SINGLE_VSM,RFUNDER,0.5277777777777778,0.7166666666666667,2.3253968253968256,0.3388888888888889
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,SINGLE,LSA,NONETRACED_RFSMOTE_SINGLE_LSA,RFNONE,0.5442176870748299,0.7142857142857143,2.321428571428572,0.3386904761904762
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,SINGLE,LSA,NONETRACED_RFSMOTE_SINGLE_LSA,RFUNDER,0.5442176870748299,0.7142857142857143,2.3253968253968256,0.3386904761904762
EasyClinic,NONETRACED,Combined,0.0,RFNONE,RAW,LSA,NONETRACED_RFNONE_RAW_LSA,RFSMOTE,0.5702947845804989,0.6095238095238096,2.3293650793650795,0.3372965322009908
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,SINGLE,VSM,LOWERTRACED_SUM_SINGLE_VSM,RFUNDER,0.5396825396825398,0.7142857142857143,2.3253968253968256,0.3361111111111111
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,RAW,VSM,UPPERTRACED_RFUNDER_RAW_VSM,RFSMOTE,0.5535714285714286,0.6940476190476189,2.3253968253968256,0.3357476635514019
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,RAW,VSM,LOWERTRACED_RFUNDER_RAW_VSM,RFSMOTE,0.5680272108843538,0.6047619047619047,2.3293650793650795,0.3357142857142857
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,MULTI,LSA,UPPERTRACED_MEDIAN_MULTI_LSA,RFSMOTE,0.5668934240362812,0.6095238095238096,2.3253968253968256,0.335271078128221
EasyClinic,DIRECT,Direct,0.0,NA,NA,LSA,DIRECT_NA_NA_LSA,RFUNDER,0.530328798185941,0.7154761904761905,2.3293650793650795,0.3343726379440665
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,SINGLE,VSM,NONETRACED_RFSMOTE_SINGLE_VSM,RFSMOTE,0.5683106575963719,0.555952380952381,2.3293650793650795,0.3341391797065556
EasyClinic,NONETRACED,Combined,0.0,RFNONE,RAW,VSM,NONETRACED_RFNONE_RAW_VSM,RFSMOTE,0.5671768707482994,0.5702380952380952,2.3293650793650795,0.3339148702959445
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,MULTI,LSA,UPPERTRACED_RFSMOTE_MULTI_LSA,RFUNDER,0.5351473922902494,0.7142857142857143,2.3095238095238093,0.33382936507936506
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,RAW,LSA,UPPERTRACED_RFUNDER_RAW_LSA,MEDIAN,0.5691002591512796,0.4216209523809524,2.305555555555556,0.33261722321566245
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,RAW,LSA,UPPERTRACED_RFUNDER_RAW_LSA,MAX,0.5691002591512796,0.4216209523809524,2.305555555555556,0.33261722321566245
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,RAW,LSA,UPPERTRACED_RFNONE_RAW_LSA,RFUNDER,0.5496031746031746,0.6916666666666667,2.3293650793650795,0.33240740740740743
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,RAW,LSA,UPPERTRACED_RFNONE_RAW_LSA,RFNONE,0.5447845804988662,0.6976190476190476,2.3293650793650795,0.3306027966742252
EasyClinic,NONETRACED,Combined,0.0,MAX,SINGLE,VSM,NONETRACED_MAX_SINGLE_VSM,RFNONE,0.5218253968253969,0.7130952380952381,2.3253968253968256,0.33055555555555555
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,MULTI,LSA,UPPERTRACED_RFSMOTE_MULTI_LSA,RFNONE,0.5308956916099773,0.7130952380952381,2.3293650793650795,0.3304379776601999
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,SINGLE,LSA,NONETRACED_RFSMOTE_SINGLE_LSA,RFSMOTE,0.5530045351473923,0.6630952380952381,2.3293650793650795,0.3303768680961663
EasyClinic,NONETRACED,Combined,0.0,SUM,SINGLE,VSM,NONETRACED_SUM_SINGLE_VSM,RFSMOTE,0.5606575963718821,0.569047619047619,2.3293650793650795,0.33023352447436216
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,RAW,LSA,LOWERTRACED_MEDIAN_RAW_LSA,RFUNDER,0.5297619047619048,0.7130952380952381,2.3293650793650795,0.33
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,RAW,LSA,LOWERTRACED_RFNONE_RAW_LSA,RFNONE,0.5297619047619048,0.7130952380952381,2.3293650793650795,0.33
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,MULTI,LSA,UPPERTRACED_SUM_MULTI_LSA,RFUNDER,0.5297619047619048,0.7130952380952381,2.3293650793650795,0.33
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,RAW,LSA,UPPERTRACED_RFUNDER_RAW_LSA,RFNONE,0.5297619047619048,0.7130952380952381,2.3095238095238093,0.33
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,SINGLE,LSA,LOWERTRACED_SUM_SINGLE_LSA,RFUNDER,0.532312925170068,0.7119047619047619,2.3293650793650795,0.3296875
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,RAW,VSM,NONETRACED_RFSMOTE_RAW_VSM,RFSMOTE,0.5606575963718822,0.5452380952380952,2.3253968253968256,0.32968290711346265
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,MULTI,LSA,ALLTRACED_MEDIAN_MULTI_LSA,RFSMOTE,0.5583900226757371,0.5880952380952381,2.3253968253968256,0.3295059641213487
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,SINGLE,VSM,LOWERTRACED_SUM_SINGLE_VSM,RFSMOTE,0.5598072562358276,0.5535714285714286,2.2896825396825395,0.3293967869633729
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,SINGLE,LSA,ALLTRACED_MEDIAN_SINGLE_LSA,RFUNDER,0.5289115646258503,0.7119047619047619,2.3174603174603177,0.328021978021978
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,RAW,VSM,LOWERTRACED_RFSMOTE_RAW_VSM,RFNONE,0.5266439909297052,0.7119047619047619,2.3253968253968256,0.3271284271284272
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,MULTI,LSA,ALLTRACED_MEDIAN_MULTI_LSA,RFUNDER,0.5291950113378684,0.7107142857142857,2.313492063492064,0.3267788724685277
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,MULTI,VSM,UPPERTRACED_RFUNDER_MULTI_VSM,MEDIAN,0.5567500809847749,0.3852178571428572,2.3174603174603177,0.3264821729390559
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,MULTI,VSM,UPPERTRACED_RFUNDER_MULTI_VSM,MAX,0.5567500809847749,0.3852178571428572,2.3174603174603177,0.3264821729390559
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,RAW,VSM,UPPERTRACED_MEDIAN_RAW_VSM,RFSMOTE,0.5518707482993197,0.6011904761904762,2.3293650793650795,0.3262302914476827
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,MULTI,VSM,UPPERTRACED_MEDIAN_MULTI_VSM,RFUNDER,0.5269274376417233,0.7107142857142857,2.3253968253968256,0.3256349206349206
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,RAW,LSA,UPPERTRACED_RFSMOTE_RAW_LSA,RFUNDER,0.5283446712018139,0.7095238095238096,2.3095238095238093,0.3251322751322752
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,RAW,LSA,LOWERTRACED_RFSMOTE_RAW_LSA,RFNONE,0.5257936507936508,0.7107142857142857,2.3253968253968256,0.3251207729468599
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,RAW,LSA,NONETRACED_RFSMOTE_RAW_LSA,RFSMOTE,0.5510204081632654,0.5761904761904761,2.3293650793650795,0.3251020408163265
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,RAW,LSA,LOWERTRACED_MEDIAN_RAW_LSA,RFSMOTE,0.5498866213151927,0.6,2.3095238095238093,0.3250772344732076
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,SINGLE,LSA,UPPERTRACED_RFUNDER_SINGLE_LSA,RFUNDER,0.5297619047619047,0.7083333333333334,2.3253968253968256,0.325
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,MULTI,VSM,LOWERTRACED_MEDIAN_MULTI_VSM,RFNONE,0.5246598639455783,0.7107142857142857,2.3253968253968256,0.3246598639455782
EasyClinic,NONETRACED,Combined,0.0,SUM,RAW,VSM,NONETRACED_SUM_RAW_VSM,RFUNDER,0.5189909297052155,0.7107142857142857,2.3293650793650795,0.32417027417027416
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,RAW,VSM,LOWERTRACED_RFUNDER_RAW_VSM,RFUNDER,0.5260770975056689,0.7095238095238096,2.3253968253968256,0.3238705738705739
EasyClinic,NONETRACED,Combined,0.0,MAX,SINGLE,LSA,NONETRACED_MAX_SINGLE_LSA,RFUNDER,0.520124716553288,0.7107142857142857,2.3253968253968256,0.3238400488400488
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,RAW,VSM,UPPERTRACED_RFNONE_RAW_VSM,RFUNDER,0.542517006802721,0.6642857142857143,2.3253968253968256,0.32380952380952377
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,MULTI,VSM,UPPERTRACED_RFSMOTE_MULTI_VSM,RFUNDER,0.5274943310657596,0.7083333333333334,2.3293650793650795,0.3235919098822325
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,RAW,LSA,UPPERTRACED_SUM_RAW_LSA,RFSMOTE,0.5467687074829932,0.594047619047619,2.333333333333333,0.32318501170960184
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,RAW,VSM,NONETRACED_RFUNDER_RAW_VSM,RFSMOTE,0.5487528344671202,0.5285714285714286,2.3293650793650795,0.3231084062922628
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,SINGLE,LSA,UPPERTRACED_MEDIAN_SINGLE_LSA,RFSMOTE,0.5450680272108844,0.5964285714285714,2.3174603174603177,0.3223063973063973
